Partcipant_ID,Focus,Agent,Goal_Type,Item,Item_string,Item_len,Response_tag,Response
EXP1_29,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,L2_other_3,L2_other
EXP1_30,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,correct_3,correct
EXP1_30,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,correct_3,correct
EXP1_30,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,L2_other_3,L2_other
EXP1_30,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,correct_3,correct
EXP1_30,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,L2_other_3,L2_other
EXP1_30,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,correct_3,correct
EXP1_31,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP1_31,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,L1_transfer_3,L1_transfer
EXP1_31,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,correct_3,correct
EXP1_31,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,L1_transfer_3,L1_transfer
EXP1_31,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,correct_3,correct
EXP1_31,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,L1_transfer_3,L1_transfer
EXP1_32,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,correct_3,correct
EXP1_32,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,correct_3,correct
EXP1_32,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,correct_3,correct
EXP1_32,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,correct_3,correct
EXP1_32,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,L2_other_3,L2_other
EXP1_32,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,correct_3,correct
EXP2_01,They,1,no_goal,Item1,"""If they had heard the rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer 
EXP2_01,They,1,no_goal,Item2,"""If they had climbed the mountain cliff, they would have felt invincible"" ",12,L2_other_3,L2_other
EXP2_01,They,1,goal_non_frequent,Item1,"""If they had created an online platform, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_01,They,1,goal_non_frequent,Item2,"""If they had invested in technology, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_01,They,1,goal_frequent,Item1,"""If they had saved money, they would have gone on holidays""",11,L1_transfer_3,L1_transfer
EXP2_01,They,1,goal_frequent,Item2,"""If they had practiced sports, they would have lost weight""",10,L1_transfer_3,L1_transfer
EXP2_02,They,1,no_goal,Item1,"""If they had heard the rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP2_02,They,1,no_goal,Item2,"""If they had climbed the mountain cliff, they would have felt invincible"" ",12,L1_transfer_3,L1_transfer
EXP2_02,They,1,goal_non_frequent,Item1,"""If they had created an online platform, they would have saved their family's business""",14,correct_3,correct
EXP2_02,They,1,goal_non_frequent,Item2,"""If they had invested in technology, they would have secured their family's wealth""",13,L2_other_3,L2_other
EXP2_02,They,1,goal_frequent,Item1,"""If they had saved money, they would have gone on holidays""",11,L1_transfer_3,L1_transfer
EXP2_02,They,1,goal_frequent,Item2,"""If they had practiced sports, they would have lost weight""",10,L1_transfer_3,L1_transfer
EXP2_03,They,1,no_goal,Item1,"""If they had heard the rainstorm, they would have felt relaxed""",11,L2_other_3,L2_other
EXP2_03,They,1,no_goal,Item2,"""If they had climbed the mountain cliff, they would have felt invincible"" ",12,L2_other_3,L2_other
EXP2_03,They,1,goal_non_frequent,Item1,"""If they had created an online platform, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_03,They,1,goal_non_frequent,Item2,"""If they had invested in technology, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_03,They,1,goal_frequent,Item1,"""If they had saved money, they would have gone on holidays""",11,correct_3,correct
EXP2_03,They,1,goal_frequent,Item2,"""If they had practiced sports, they would have lost weight""",10,L1_transfer_3,L1_transfer
EXP2_04,They,1,no_goal,Item1,"""If they had heard the rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP2_04,They,1,no_goal,Item2,"""If they had climbed the mountain cliff, they would have felt invincible"" ",12,correct_3,correct
EXP2_04,They,1,goal_non_frequent,Item1,"""If they had created an online platform, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_04,They,1,goal_non_frequent,Item2,"""If they had invested in technology, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_04,They,1,goal_frequent,Item1,"""If they had saved money, they would have gone on holidays""",11,L1_transfer_3,L1_transfer
EXP2_04,They,1,goal_frequent,Item2,"""If they had practiced sports, they would have lost weight""",10,L1_transfer_3,L1_transfer
EXP2_05,They,1,no_goal,Item1,"""If they had heard the rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP2_05,They,1,no_goal,Item2,"""If they had climbed the mountain cliff, they would have felt invincible"" ",12,L1_transfer_3,L1_transfer
EXP2_05,They,1,goal_non_frequent,Item1,"""If they had created an online platform, they would have saved their family's business""",14,L2_other_3,L2_other
EXP2_05,They,1,goal_non_frequent,Item2,"""If they had invested in technology, they would have secured their family's wealth""",13,L2_other_3,L2_other
EXP2_05,They,1,goal_frequent,Item1,"""If they had saved money, they would have gone on holidays""",11,L2_other_3,L2_other
EXP2_05,They,1,goal_frequent,Item2,"""If they had practiced sports, they would have lost weight""",10,correct_3,correct
EXP2_06,They,1,no_goal,Item1,"""If they had heard the rainstorm, they would have felt relaxed""",11,correct_3,correct
EXP2_06,They,1,no_goal,Item2,"""If they had climbed the mountain cliff, they would have felt invincible"" ",12,correct_3,correct
EXP2_06,They,1,goal_non_frequent,Item1,"""If they had created an online platform, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_06,They,1,goal_non_frequent,Item2,"""If they had invested in technology, they would have secured their family's wealth""",13,correct_3,correct
EXP2_06,They,1,goal_frequent,Item1,"""If they had saved money, they would have gone on holidays""",11,correct_3,correct
EXP2_06,They,1,goal_frequent,Item2,"""If they had practiced sports, they would have lost weight""",10,L1_transfer_3,L1_transfer
EXP2_07,They,1,no_goal,Item1,"""If they had heard the rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP2_07,They,1,no_goal,Item2,"""If they had climbed the mountain cliff, they would have felt invincible"" ",12,L1_transfer_3,L1_transfer
EXP2_07,They,1,goal_non_frequent,Item1,"""If they had created an online platform, they would have saved their family's business""",14,correct_3,correct
EXP2_07,They,1,goal_non_frequent,Item2,"""If they had invested in technology, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_07,They,1,goal_frequent,Item1,"""If they had saved money, they would have gone on holidays""",11,correct_3,correct
EXP2_07,They,1,goal_frequent,Item2,"""If they had practiced sports, they would have lost weight""",10,L1_transfer_3,L1_transfer
EXP2_08,They,1,no_goal,Item1,"""If they had heard the rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP2_08,They,1,no_goal,Item2,"""If they had climbed the mountain cliff, they would have felt invincible"" ",12,correct_3,correct
EXP2_08,They,1,goal_non_frequent,Item1,"""If they had created an online platform, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_08,They,1,goal_non_frequent,Item2,"""If they had invested in technology, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_08,They,1,goal_frequent,Item1,"""If they had saved money, they would have gone on holidays""",11,L1_transfer_3,L1_transfer
EXP2_08,They,1,goal_frequent,Item2,"""If they had practiced sports, they would have lost weight""",10,correct_3,correct
EXP2_09,They,1,no_goal,Item1,"""If they had heard the rainstorm, they would have felt relaxed""",11,L2_other_3,L2_other
EXP2_09,They,1,no_goal,Item2,"""If they had climbed the mountain cliff, they would have felt invincible"" ",12,correct_3,correct
EXP2_09,They,1,goal_non_frequent,Item1,"""If they had created an online platform, they would have saved their family's business""",14,correct_3,correct
EXP2_09,They,1,goal_non_frequent,Item2,"""If they had invested in technology, they would have secured their family's wealth""",13,correct_3,correct
EXP2_09,They,1,goal_frequent,Item1,"""If they had saved money, they would have gone on holidays""",11,correct_3,correct
EXP2_09,They,1,goal_frequent,Item2,"""If they had practiced sports, they would have lost weight""",10,correct_3,correct
EXP2_10,They,1,no_goal,Item1,"""If they had heard the rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP2_10,They,1,no_goal,Item2,"""If they had climbed the mountain cliff, they would have felt invincible"" ",12,L1_transfer_3,L1_transfer
EXP2_10,They,1,goal_non_frequent,Item1,"""If they had created an online platform, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_10,They,1,goal_non_frequent,Item2,"""If they had invested in technology, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_10,They,1,goal_frequent,Item1,"""If they had saved money, they would have gone on holidays""",11,L1_transfer_3,L1_transfer
EXP2_10,They,1,goal_frequent,Item2,"""If they had practiced sports, they would have lost weight""",10,L1_transfer_3,L1_transfer
EXP2_11,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,correct_3,correct
EXP2_11,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L2_other_3,L2_other
EXP2_11,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,correct_3,correct
EXP2_11,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,correct_3,correct
EXP2_11,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L1_transfer_3,L1_transfer
EXP2_11,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,correct_3,correct
EXP2_12,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L2_other_3,L2_other
EXP2_12,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L2_other_3,L2_other
EXP2_12,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L2_other_3,L2_other
EXP2_12,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_12,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L2_other_3,L2_other
EXP2_12,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L1_transfer_3,L1_transfer
EXP2_13,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L2_other_3,L2_other
EXP2_13,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,correct_3,correct
EXP2_13,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_13,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,correct_3,correct
EXP2_13,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L2_other_3,L2_other
EXP2_13,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L2_other_3,L2_other
EXP2_14,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP2_14,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L1_transfer_3,L1_transfer
EXP2_14,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_14,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_14,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,correct_3,correct
EXP2_14,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L1_transfer_3,L1_transfer
EXP2_15,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP2_15,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L2_other_3,L2_other
EXP2_15,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_15,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_15,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L2_other_3,L2_other
EXP2_15,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L1_transfer_3,L1_transfer
EXP2_16,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP2_16,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L2_other_3,L2_other
EXP2_16,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_16,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_16,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,correct_3,correct
EXP2_16,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L1_transfer_3,L1_transfer
EXP2_17,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP2_17,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L2_other_3,L2_other
EXP2_17,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_17,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_17,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L2_other_3,L2_other
EXP2_17,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L1_transfer_3,L1_transfer
EXP2_18,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP2_18,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L1_transfer_3,L1_transfer
EXP2_18,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_18,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_18,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L1_transfer_3,L1_transfer
EXP2_18,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L1_transfer_3,L1_transfer
EXP2_19,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,correct_3,correct
EXP2_19,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,correct_3,correct
EXP2_19,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,correct_3,correct
EXP2_19,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,correct_3,correct
EXP2_19,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,correct_3,correct
EXP2_19,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,correct_3,correct
EXP2_20,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP2_20,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L2_other_3,L2_other
EXP2_20,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_20,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_20,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L2_other_3,L2_other
EXP2_20,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L1_transfer_3,L1_transfer
EXP2_21,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP2_21,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L1_transfer_3,L1_transfer
EXP2_21,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_21,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_21,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,correct_3,correct
EXP2_21,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,correct_3,correct
EXP2_22,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L2_other_3,L2_other
EXP2_22,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,correct_3,correct
EXP2_22,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L2_other_3,L2_other
EXP2_22,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,null,null
EXP2_22,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L2_other_3,L2_other
EXP2_22,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L2_other_3,L2_other
EXP2_23,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L2_other_3,L2_other
EXP2_23,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,null,null
EXP2_23,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,correct_3,correct
EXP2_23,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L2_other_3,L2_other
EXP2_23,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,correct_3,correct
EXP2_23,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,correct_3,correct
EXP2_24,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer
EXP2_24,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L1_transfer_3,L1_transfer
EXP2_24,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer
EXP2_24,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer
EXP2_24,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L1_transfer_3,L1_transfer
EXP2_24,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L2_other_3,L2_other